Hepatite,Município,cod_ibge,quantidade,code_muni,name,crs,Data,pop,Data_Formatada,Taxa
Hepatite C,Campos Borges,430410,0,4304101,Campos Borges,06Âª CRS,2021-01-01 00:00:00,3715,01/01/2021,0
Hepatite C,Campos Borges,430410,1,4304101,Campos Borges,06Âª CRS,2022-01-01 00:00:00,3715,01/01/2022,"26,92"
Hepatite C,Campos Borges,430410,0,4304101,Campos Borges,06Âª CRS,2023-01-01 00:00:00,3715,01/01/2023,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2015-01-01 00:00:00,31083,01/01/2015,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2016-01-01 00:00:00,31135,01/01/2016,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2017-01-01 00:00:00,30643,01/01/2017,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2018-01-01 00:00:00,30649,01/01/2018,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2019-01-01 00:00:00,30430,01/01/2019,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2020-01-01 00:00:00,30397,01/01/2020,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2021-01-01 00:00:00,30186,01/01/2021,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2022-01-01 00:00:00,30186,01/01/2022,0
Hepatite A,Candelária,430420,0,4304200,Candelária,13Âª CRS,2023-01-01 00:00:00,30186,01/01/2023,0
Hepatite B,Candelária,430420,4,4304200,Candelária,13Âª CRS,2015-01-01 00:00:00,31083,01/01/2015,"12,87"
Hepatite B,Candelária,430420,0,4304200,Candelária,13Âª CRS,2016-01-01 00:00:00,31135,01/01/2016,0
Hepatite B,Candelária,430420,1,4304200,Candelária,13Âª CRS,2017-01-01 00:00:00,30643,01/01/2017,"3,26"
Hepatite B,Candelária,430420,0,4304200,Candelária,13Âª CRS,2018-01-01 00:00:00,30649,01/01/2018,0
Hepatite B,Candelária,430420,1,4304200,Candelária,13Âª CRS,2019-01-01 00:00:00,30430,01/01/2019,"3,29"
Hepatite B,Candelária,430420,0,4304200,Candelária,13Âª CRS,2020-01-01 00:00:00,30397,01/01/2020,0
Hepatite B,Candelária,430420,0,4304200,Candelária,13Âª CRS,2021-01-01 00:00:00,30186,01/01/2021,0
Hepatite B,Candelária,430420,1,4304200,Candelária,13Âª CRS,2022-01-01 00:00:00,30186,01/01/2022,"3,31"
Hepatite B,Candelária,430420,0,4304200,Candelária,13Âª CRS,2023-01-01 00:00:00,30186,01/01/2023,0
Hepatite C,Candelária,430420,1,4304200,Candelária,13Âª CRS,2015-01-01 00:00:00,31083,01/01/2015,"3,22"
Hepatite C,Candelária,430420,0,4304200,Candelária,13Âª CRS,2016-01-01 00:00:00,31135,01/01/2016,0
Hepatite C,Candelária,430420,3,4304200,Candelária,13Âª CRS,2017-01-01 00:00:00,30643,01/01/2017,"9,79"
Hepatite C,Candelária,430420,2,4304200,Candelária,13Âª CRS,2018-01-01 00:00:00,30649,01/01/2018,"6,53"
Hepatite C,Candelária,430420,3,4304200,Candelária,13Âª CRS,2019-01-01 00:00:00,30430,01/01/2019,"9,86"
Hepatite C,Candelária,430420,2,4304200,Candelária,13Âª CRS,2020-01-01 00:00:00,30397,01/01/2020,"6,58"
Hepatite C,Candelária,430420,1,4304200,Candelária,13Âª CRS,2021-01-01 00:00:00,30186,01/01/2021,"3,31"
Hepatite C,Candelária,430420,0,4304200,Candelária,13Âª CRS,2022-01-01 00:00:00,30186,01/01/2022,0
Hepatite C,Candelária,430420,2,4304200,Candelária,13Âª CRS,2023-01-01 00:00:00,30186,01/01/2023,"6,63"
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2015-01-01 00:00:00,6783,01/01/2015,0
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2016-01-01 00:00:00,6721,01/01/2016,0
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2017-01-01 00:00:00,6655,01/01/2017,0
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2018-01-01 00:00:00,6587,01/01/2018,0
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2019-01-01 00:00:00,6728,01/01/2019,0
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2020-01-01 00:00:00,6684,01/01/2020,0
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2021-01-01 00:00:00,6725,01/01/2021,0
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2022-01-01 00:00:00,6725,01/01/2022,0
Hepatite A,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2023-01-01 00:00:00,6725,01/01/2023,0
Hepatite B,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2015-01-01 00:00:00,6783,01/01/2015,0
Hepatite B,Cândido Godói,430430,1,4304309,Cândido Godói,14Âª CRS,2016-01-01 00:00:00,6721,01/01/2016,"14,88"
Hepatite B,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2017-01-01 00:00:00,6655,01/01/2017,0
Hepatite B,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2018-01-01 00:00:00,6587,01/01/2018,0
Hepatite B,Cândido Godói,430430,1,4304309,Cândido Godói,14Âª CRS,2019-01-01 00:00:00,6728,01/01/2019,"14,86"
Hepatite B,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2020-01-01 00:00:00,6684,01/01/2020,0
Hepatite B,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2021-01-01 00:00:00,6725,01/01/2021,0
Hepatite B,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2022-01-01 00:00:00,6725,01/01/2022,0
Hepatite B,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2023-01-01 00:00:00,6725,01/01/2023,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2015-01-01 00:00:00,6783,01/01/2015,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2016-01-01 00:00:00,6721,01/01/2016,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2017-01-01 00:00:00,6655,01/01/2017,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2018-01-01 00:00:00,6587,01/01/2018,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2019-01-01 00:00:00,6728,01/01/2019,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2020-01-01 00:00:00,6684,01/01/2020,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2021-01-01 00:00:00,6725,01/01/2021,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2022-01-01 00:00:00,6725,01/01/2022,0
Hepatite C,Cândido Godói,430430,0,4304309,Cândido Godói,14Âª CRS,2023-01-01 00:00:00,6725,01/01/2023,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2015-01-01 00:00:00,9178,01/01/2015,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2016-01-01 00:00:00,9277,01/01/2016,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2017-01-01 00:00:00,9290,01/01/2017,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2018-01-01 00:00:00,9450,01/01/2018,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2019-01-01 00:00:00,9440,01/01/2019,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2020-01-01 00:00:00,9430,01/01/2020,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2021-01-01 00:00:00,9435,01/01/2021,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2022-01-01 00:00:00,9435,01/01/2022,0
Hepatite A,Candiota,430435,0,4304358,Candiota,07Âª CRS,2023-01-01 00:00:00,9435,01/01/2023,0
Hepatite B,Candiota,430435,1,4304358,Candiota,07Âª CRS,2015-01-01 00:00:00,9178,01/01/2015,"10,9"
Hepatite B,Candiota,430435,0,4304358,Candiota,07Âª CRS,2016-01-01 00:00:00,9277,01/01/2016,0
Hepatite B,Candiota,430435,0,4304358,Candiota,07Âª CRS,2017-01-01 00:00:00,9290,01/01/2017,0
Hepatite B,Candiota,430435,0,4304358,Candiota,07Âª CRS,2018-01-01 00:00:00,9450,01/01/2018,0
Hepatite B,Candiota,430435,0,4304358,Candiota,07Âª CRS,2019-01-01 00:00:00,9440,01/01/2019,0
Hepatite B,Candiota,430435,0,4304358,Candiota,07Âª CRS,2020-01-01 00:00:00,9430,01/01/2020,0
Hepatite B,Candiota,430435,0,4304358,Candiota,07Âª CRS,2021-01-01 00:00:00,9435,01/01/2021,0
Hepatite B,Candiota,430435,0,4304358,Candiota,07Âª CRS,2022-01-01 00:00:00,9435,01/01/2022,0
Hepatite B,Candiota,430435,0,4304358,Candiota,07Âª CRS,2023-01-01 00:00:00,9435,01/01/2023,0
Hepatite C,Candiota,430435,0,4304358,Candiota,07Âª CRS,2015-01-01 00:00:00,9178,01/01/2015,0
Hepatite C,Candiota,430435,0,4304358,Candiota,07Âª CRS,2016-01-01 00:00:00,9277,01/01/2016,0
Hepatite C,Candiota,430435,0,4304358,Candiota,07Âª CRS,2017-01-01 00:00:00,9290,01/01/2017,0
Hepatite C,Candiota,430435,1,4304358,Candiota,07Âª CRS,2018-01-01 00:00:00,9450,01/01/2018,"10,58"
Hepatite C,Candiota,430435,4,4304358,Candiota,07Âª CRS,2019-01-01 00:00:00,9440,01/01/2019,"42,37"
Hepatite C,Candiota,430435,0,4304358,Candiota,07Âª CRS,2020-01-01 00:00:00,9430,01/01/2020,0
Hepatite C,Candiota,430435,0,4304358,Candiota,07Âª CRS,2021-01-01 00:00:00,9435,01/01/2021,0
Hepatite C,Candiota,430435,2,4304358,Candiota,07Âª CRS,2022-01-01 00:00:00,9435,01/01/2022,"21,2"
Hepatite C,Candiota,430435,0,4304358,Candiota,07Âª CRS,2023-01-01 00:00:00,9435,01/01/2023,0
Hepatite A,Canela,430440,0,4304408,Canela,05Âª CRS,2015-01-01 00:00:00,43665,01/01/2015,0
Hepatite A,Canela,430440,1,4304408,Canela,05Âª CRS,2016-01-01 00:00:00,43803,01/01/2016,"2,28"
Hepatite A,Canela,430440,0,4304408,Canela,05Âª CRS,2017-01-01 00:00:00,44128,01/01/2017,0
Hepatite A,Canela,430440,0,4304408,Canela,05Âª CRS,2018-01-01 00:00:00,45054,01/01/2018,0
Hepatite A,Canela,430440,1,4304408,Canela,05Âª CRS,2019-01-01 00:00:00,46280,01/01/2019,"2,16"
Hepatite A,Canela,430440,0,4304408,Canela,05Âª CRS,2020-01-01 00:00:00,47453,01/01/2020,0
Hepatite A,Canela,430440,0,4304408,Canela,05Âª CRS,2021-01-01 00:00:00,47990,01/01/2021,0
Hepatite A,Canela,430440,0,4304408,Canela,05Âª CRS,2022-01-01 00:00:00,47990,01/01/2022,0
Hepatite A,Canela,430440,0,4304408,Canela,05Âª CRS,2023-01-01 00:00:00,47990,01/01/2023,0
Hepatite B,Canela,430440,4,4304408,Canela,05Âª CRS,2015-01-01 00:00:00,43665,01/01/2015,"9,16"
Hepatite B,Canela,430440,0,4304408,Canela,05Âª CRS,2016-01-01 00:00:00,43803,01/01/2016,0
Hepatite B,Canela,430440,8,4304408,Canela,05Âª CRS,2017-01-01 00:00:00,44128,01/01/2017,"18,13"
Hepatite B,Canela,430440,2,4304408,Canela,05Âª CRS,2018-01-01 00:00:00,45054,01/01/2018,"4,44"
Hepatite B,Canela,430440,4,4304408,Canela,05Âª CRS,2019-01-01 00:00:00,46280,01/01/2019,"8,64"
Hepatite B,Canela,430440,2,4304408,Canela,05Âª CRS,2020-01-01 00:00:00,47453,01/01/2020,"4,21"
Hepatite B,Canela,430440,2,4304408,Canela,05Âª CRS,2021-01-01 00:00:00,47990,01/01/2021,"4,17"
Hepatite B,Canela,430440,3,4304408,Canela,05Âª CRS,2022-01-01 00:00:00,47990,01/01/2022,"6,25"
Hepatite B,Canela,430440,2,4304408,Canela,05Âª CRS,2023-01-01 00:00:00,47990,01/01/2023,"4,17"
Hepatite C,Canela,430440,14,4304408,Canela,05Âª CRS,2015-01-01 00:00:00,43665,01/01/2015,"32,06"
Hepatite C,Canela,430440,24,4304408,Canela,05Âª CRS,2016-01-01 00:00:00,43803,01/01/2016,"54,79"
Hepatite C,Canela,430440,16,4304408,Canela,05Âª CRS,2017-01-01 00:00:00,44128,01/01/2017,"36,26"
Hepatite C,Canela,430440,17,4304408,Canela,05Âª CRS,2018-01-01 00:00:00,45054,01/01/2018,"37,73"
Hepatite C,Canela,430440,20,4304408,Canela,05Âª CRS,2019-01-01 00:00:00,46280,01/01/2019,"43,22"
Hepatite C,Canela,430440,15,4304408,Canela,05Âª CRS,2020-01-01 00:00:00,47453,01/01/2020,"31,61"
Hepatite C,Canela,430440,8,4304408,Canela,05Âª CRS,2021-01-01 00:00:00,47990,01/01/2021,"16,67"
Hepatite C,Canela,430440,6,4304408,Canela,05Âª CRS,2022-01-01 00:00:00,47990,01/01/2022,"12,5"
Hepatite C,Canela,430440,15,4304408,Canela,05Âª CRS,2023-01-01 00:00:00,47990,01/01/2023,"31,26"
Hepatite A,Canguçu,430450,1,4304507,Canguçu,03Âª CRS,2015-01-01 00:00:00,54999,01/01/2015,"1,82"
Hepatite A,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2016-01-01 00:00:00,54348,01/01/2016,0
Hepatite A,Canguçu,430450,1,4304507,Canguçu,03Âª CRS,2017-01-01 00:00:00,53161,01/01/2017,"1,88"
Hepatite A,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2018-01-01 00:00:00,53121,01/01/2018,0
Hepatite A,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2019-01-01 00:00:00,53164,01/01/2019,0
Hepatite A,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2020-01-01 00:00:00,53022,01/01/2020,0
Hepatite A,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2021-01-01 00:00:00,53161,01/01/2021,0
Hepatite A,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2022-01-01 00:00:00,53161,01/01/2022,0
Hepatite A,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2023-01-01 00:00:00,53161,01/01/2023,0
Hepatite B,Canguçu,430450,2,4304507,Canguçu,03Âª CRS,2015-01-01 00:00:00,54999,01/01/2015,"3,64"
Hepatite B,Canguçu,430450,1,4304507,Canguçu,03Âª CRS,2016-01-01 00:00:00,54348,01/01/2016,"1,84"
Hepatite B,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2017-01-01 00:00:00,53161,01/01/2017,0
Hepatite B,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2018-01-01 00:00:00,53121,01/01/2018,0
Hepatite B,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2019-01-01 00:00:00,53164,01/01/2019,0
Hepatite B,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2020-01-01 00:00:00,53022,01/01/2020,0
Hepatite B,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2021-01-01 00:00:00,53161,01/01/2021,0
Hepatite B,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2022-01-01 00:00:00,53161,01/01/2022,0
Hepatite B,Canguçu,430450,0,4304507,Canguçu,03Âª CRS,2023-01-01 00:00:00,53161,01/01/2023,0
Hepatite C,Canguçu,430450,3,4304507,Canguçu,03Âª CRS,2015-01-01 00:00:00,54999,01/01/2015,"5,45"
Hepatite C,Canguçu,430450,3,4304507,Canguçu,03Âª CRS,2016-01-01 00:00:00,54348,01/01/2016,"5,52"
Hepatite C,Canguçu,430450,3,4304507,Canguçu,03Âª CRS,2017-01-01 00:00:00,53161,01/01/2017,"5,64"
Hepatite C,Canguçu,430450,4,4304507,Canguçu,03Âª CRS,2018-01-01 00:00:00,53121,01/01/2018,"7,53"
Hepatite C,Canguçu,430450,2,4304507,Canguçu,03Âª CRS,2019-01-01 00:00:00,53164,01/01/2019,"3,76"
Hepatite C,Canguçu,430450,3,4304507,Canguçu,03Âª CRS,2020-01-01 00:00:00,53022,01/01/2020,"5,66"
Hepatite C,Canguçu,430450,1,4304507,Canguçu,03Âª CRS,2021-01-01 00:00:00,53161,01/01/2021,"1,88"
Hepatite C,Canguçu,430450,1,4304507,Canguçu,03Âª CRS,2022-01-01 00:00:00,53161,01/01/2022,"1,88"
Hepatite C,Canguçu,430450,2,4304507,Canguçu,03Âª CRS,2023-01-01 00:00:00,53161,01/01/2023,"3,76"
Hepatite A,Canoas,430460,1,4304606,Canoas,01Âª CRS,2015-01-01 00:00:00,350824,01/01/2015,"0,29"
Hepatite A,Canoas,430460,1,4304606,Canoas,01Âª CRS,2016-01-01 00:00:00,352097,01/01/2016,"0,28"
Hepatite A,Canoas,430460,2,4304606,Canoas,01Âª CRS,2017-01-01 00:00:00,355918,01/01/2017,"0,56"
Hepatite A,Canoas,430460,14,4304606,Canoas,01Âª CRS,2018-01-01 00:00:00,357168,01/01/2018,"3,92"
Hepatite A,Canoas,430460,3,4304606,Canoas,01Âª CRS,2019-01-01 00:00:00,359562,01/01/2019,"0,83"
Hepatite A,Canoas,430460,1,4304606,Canoas,01Âª CRS,2020-01-01 00:00:00,362337,01/01/2020,"0,28"
Hepatite A,Canoas,430460,0,4304606,Canoas,01Âª CRS,2021-01-01 00:00:00,365364,01/01/2021,0
Hepatite A,Canoas,430460,4,4304606,Canoas,01Âª CRS,2022-01-01 00:00:00,365364,01/01/2022,"1,09"
Hepatite A,Canoas,430460,9,4304606,Canoas,01Âª CRS,2023-01-01 00:00:00,365364,01/01/2023,"2,46"
Hepatite B,Canoas,430460,62,4304606,Canoas,01Âª CRS,2015-01-01 00:00:00,350824,01/01/2015,"17,67"
Hepatite B,Canoas,430460,63,4304606,Canoas,01Âª CRS,2016-01-01 00:00:00,352097,01/01/2016,"17,89"
Hepatite B,Canoas,430460,60,4304606,Canoas,01Âª CRS,2017-01-01 00:00:00,355918,01/01/2017,"16,86"
Hepatite B,Canoas,430460,60,4304606,Canoas,01Âª CRS,2018-01-01 00:00:00,357168,01/01/2018,"16,8"
Hepatite B,Canoas,430460,68,4304606,Canoas,01Âª CRS,2019-01-01 00:00:00,359562,01/01/2019,"18,91"
Hepatite B,Canoas,430460,23,4304606,Canoas,01Âª CRS,2020-01-01 00:00:00,362337,01/01/2020,"6,35"
Hepatite B,Canoas,430460,32,4304606,Canoas,01Âª CRS,2021-01-01 00:00:00,365364,01/01/2021,"8,76"
Hepatite B,Canoas,430460,33,4304606,Canoas,01Âª CRS,2022-01-01 00:00:00,365364,01/01/2022,"9,03"
Hepatite B,Canoas,430460,34,4304606,Canoas,01Âª CRS,2023-01-01 00:00:00,365364,01/01/2023,"9,31"
Hepatite C,Canoas,430460,334,4304606,Canoas,01Âª CRS,2015-01-01 00:00:00,350824,01/01/2015,"95,2"
Hepatite C,Canoas,430460,299,4304606,Canoas,01Âª CRS,2016-01-01 00:00:00,352097,01/01/2016,"84,92"
Hepatite C,Canoas,430460,243,4304606,Canoas,01Âª CRS,2017-01-01 00:00:00,355918,01/01/2017,"68,27"
Hepatite C,Canoas,430460,274,4304606,Canoas,01Âª CRS,2018-01-01 00:00:00,357168,01/01/2018,"76,71"
Hepatite C,Canoas,430460,258,4304606,Canoas,01Âª CRS,2019-01-01 00:00:00,359562,01/01/2019,"71,75"
Hepatite C,Canoas,430460,120,4304606,Canoas,01Âª CRS,2020-01-01 00:00:00,362337,01/01/2020,"33,12"
Hepatite C,Canoas,430460,118,4304606,Canoas,01Âª CRS,2021-01-01 00:00:00,365364,01/01/2021,"32,3"
Hepatite C,Canoas,430460,108,4304606,Canoas,01Âª CRS,2022-01-01 00:00:00,365364,01/01/2022,"29,56"
Hepatite C,Canoas,430460,131,4304606,Canoas,01Âª CRS,2023-01-01 00:00:00,365364,01/01/2023,"35,85"
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2015-01-01 00:00:00,1786,01/01/2015,0
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2016-01-01 00:00:00,1658,01/01/2016,0
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2017-01-01 00:00:00,1687,01/01/2017,0
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2018-01-01 00:00:00,1705,01/01/2018,0
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2019-01-01 00:00:00,1753,01/01/2019,0
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2020-01-01 00:00:00,1751,01/01/2020,0
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2021-01-01 00:00:00,1757,01/01/2021,0
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2022-01-01 00:00:00,1757,01/01/2022,0
Hepatite A,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2023-01-01 00:00:00,1757,01/01/2023,0
Hepatite B,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2015-01-01 00:00:00,1786,01/01/2015,0
Hepatite B,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2016-01-01 00:00:00,1658,01/01/2016,0
Hepatite B,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2017-01-01 00:00:00,1687,01/01/2017,0
Hepatite B,Canudos do Vale,430461,1,4304614,Canudos do Vale,16Âª CRS,2018-01-01 00:00:00,1705,01/01/2018,"58,65"
Hepatite B,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2019-01-01 00:00:00,1753,01/01/2019,0
Hepatite B,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2020-01-01 00:00:00,1751,01/01/2020,0
Hepatite B,Canudos do Vale,430461,2,4304614,Canudos do Vale,16Âª CRS,2021-01-01 00:00:00,1757,01/01/2021,"113,83"
Hepatite B,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2022-01-01 00:00:00,1757,01/01/2022,0
Hepatite B,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2023-01-01 00:00:00,1757,01/01/2023,0
Hepatite C,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2015-01-01 00:00:00,1786,01/01/2015,0
Hepatite C,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2016-01-01 00:00:00,1658,01/01/2016,0
Hepatite C,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2017-01-01 00:00:00,1687,01/01/2017,0
Hepatite C,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2018-01-01 00:00:00,1705,01/01/2018,0
Hepatite C,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2019-01-01 00:00:00,1753,01/01/2019,0
Hepatite C,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2020-01-01 00:00:00,1751,01/01/2020,0
Hepatite C,Canudos do Vale,430461,0,4304614,Canudos do Vale,16Âª CRS,2021-01-01 00:00:00,1757,01/01/2021,0
Hepatite C,Canudos do Vale,430461,1,4304614,Canudos do Vale,16Âª CRS,2022-01-01 00:00:00,1757,01/01/2022,"56,92"
Hepatite C,Canudos do Vale,430461,1,4304614,Canudos do Vale,16Âª CRS,2023-01-01 00:00:00,1757,01/01/2023,"56,92"
Hepatite A,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2015-01-01 00:00:00,2164,01/01/2015,0
Hepatite A,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2016-01-01 00:00:00,2166,01/01/2016,0
Hepatite A,Capão Bonito do Sul,430462,1,4304622,Capão Bonito do Sul,06Âª CRS,2017-01-01 00:00:00,1989,01/01/2017,"50,28"
Hepatite A,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2018-01-01 00:00:00,2015,01/01/2018,0
Hepatite A,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2019-01-01 00:00:00,1982,01/01/2019,0
Hepatite A,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2020-01-01 00:00:00,1973,01/01/2020,0
Hepatite A,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2021-01-01 00:00:00,1952,01/01/2021,0
Hepatite A,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2022-01-01 00:00:00,1952,01/01/2022,0
Hepatite A,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2023-01-01 00:00:00,1952,01/01/2023,0
Hepatite B,Capão Bonito do Sul,430462,1,4304622,Capão Bonito do Sul,06Âª CRS,2015-01-01 00:00:00,2164,01/01/2015,"46,21"
Hepatite B,Capão Bonito do Sul,430462,1,4304622,Capão Bonito do Sul,06Âª CRS,2016-01-01 00:00:00,2166,01/01/2016,"46,17"
Hepatite B,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2017-01-01 00:00:00,1989,01/01/2017,0
Hepatite B,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2018-01-01 00:00:00,2015,01/01/2018,0
Hepatite B,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2019-01-01 00:00:00,1982,01/01/2019,0
Hepatite B,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2020-01-01 00:00:00,1973,01/01/2020,0
Hepatite B,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2021-01-01 00:00:00,1952,01/01/2021,0
Hepatite B,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2022-01-01 00:00:00,1952,01/01/2022,0
Hepatite B,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2023-01-01 00:00:00,1952,01/01/2023,0
Hepatite C,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2015-01-01 00:00:00,2164,01/01/2015,0
Hepatite C,Capão Bonito do Sul,430462,1,4304622,Capão Bonito do Sul,06Âª CRS,2016-01-01 00:00:00,2166,01/01/2016,"46,17"
Hepatite C,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2017-01-01 00:00:00,1989,01/01/2017,0
Hepatite C,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2018-01-01 00:00:00,2015,01/01/2018,0
Hepatite C,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2019-01-01 00:00:00,1982,01/01/2019,0
Hepatite C,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2020-01-01 00:00:00,1973,01/01/2020,0
Hepatite C,Capão Bonito do Sul,430462,0,4304622,Capão Bonito do Sul,06Âª CRS,2021-01-01 00:00:00,1952,01/01/2021,0
